spotify_id,artist,track_name,duration,date_added
414J8tKHbtF16XOiHGBEso,Mulatu Astatke,"Tezeta (Nostalgia)",6:17,2021-04-14
7BsPyswBtiM1PbPnUnuNzE,Covet; San Holo,shibuya,5:46,2021-03-07
1hgX0ZmmP7IRRjUFCIBrnQ,Rhye; Poolside,Feel Your Weight - Poolside Remix,5:10,2021-03-01
6Z4sYitEPKOwIMV3S6n2uT,Camille Saint-Saëns; Camille Thomas; Orchestre National de Lille; Alexandre Bloch,"Cello Concerto No. 1 I. Allegro non troppo",5:56,2020-10-18
5ofhenrlYG5L38PSBTxJua,Isaac Waddington,To the Moon,3:14,2020-08-26
2Hnurh1BcigGbCGFOb4Uid,Franz Liszt; Lang Lang,La campanella,4:48,2020-06-06
0Psz3az3RIYfJpnsajBT8N,Polo & Pan,"Nanã",3:11,2020-05-29
0mGK1gtSjRby2jNnRCQxWi,KARLK; Sn4tch,Esperanza,4:08,2020-05-27
6EF0xhfKtQNqUPz2mnE5BD,Mastodon,The Motherload,4:60,2020-03-05
6KdqE1loutetHOOJCTt0qc,Point Point; Pyramid,Serious Mood,3:39,2020-02-27
6gllTV2Gyhpn7OwunTAaQH,Max Richter,The Consolations of Philosophy,5:37,2020-02-11
3k5oLgungD1dSOGLqQdIQw,Khruangbin; Leon Bridges,Texas Sun,4:13,2019-12-27
5ZfsG6AXxJBSaiAyKuTSgy,Pearl Jam,"Love Reign O'er Me",5:33,2019-12-27
2V2cZiuHj1Za9DF3GAfgBu,The Shins,New Slang,3:50,2019-12-27
0pyJV9BsFlW8o87jgHQ18f,Trent Reznor and Atticus Ross,"LIFE ON MARS?",2:54,2019-12-27
2yNcl1LniWpmIraPjMT6zh,Frédéric Chopin; Vladimir Horowitz,Nocturne in E-Flat Major Op. 9 No. 2,4:26,2019-09-15
1XDTqKSYyUv9pwGFyq5hvC,Frédéric Chopin; Vladimir Horowitz,Nocturne in E Minor Op. 72,4:15,2019-09-14
3QwF0hyzVzboS7OHiRYlP2,Frédéric Chopin; Vladimir Horowitz,Nocturne in E Minor Op. 72 No. 1,4:16,2019-09-14
0dIg2sKreVGnWJPSPotagc,Nils Frahm,Spells,12:35,2019-09-13
5whlPfghDmlM1e660y0u6D,trentemøller,November,6:49,2019-09-13
05ST29gNqPs6wqLX3YnR4T,Max Richter; Tilda Swinton,The Blue Notebooks,1:20,2019-09-06
56oReVXIfUO9xkX7pHmEU0,Max Richter,On the Nature of Daylight,6:12,2019-09-06
37xq4ONkOsboVdMMkYhdOm,Max Richter,Horizon Variations,1:53,2019-09-06
4cXFtk0n7aPjiypuF1HFaA,Max Richter; Tilda Swinton,Shadow Journal,8:23,2019-09-06
6h3detvfBsYvepS77rckEv,Max Richter,Iconography,3:39,2019-09-06
6a7vpKrVXdAyMItaQI9ZYS,Max Richter,Vladimir's Blues,1:19,2019-09-06
5ZN8rZBcZKqGFcAD8er941,Max Richter; Tilda Swinton,Arboretum,2:54,2019-09-06
5OiQrtOkyU2sY7UPmGtUYJ,Max Richter; Tilda Swinton,Old Song,2:11,2019-09-06
0xyUCEk6IkYMN6asvcavk9,Max Richter,Organum,3:13,2019-09-06
3u7yhrMVrJ4qpe0jzDnEmT,Max Richter; Tilda Swinton,The Trees,7:53,2019-09-06
2ffwBvpsQhgXyU7zBUOhwP,Max Richter,Written on the Sky,1:40,2019-09-06
54Hw7R909mkcRNpqW2VnaD,Max Richter,A Catalogue of Afternoons,1:51,2019-09-06
0tYuVSs2DqXhtXT4JzDWSt,Max Richter; Lorenz Dangel,On the Nature of Daylight - Orchestral Version,6:36,2019-09-06
63BuWRRIrcQlxuxPmU87kQ,Max Richter,Vladimir's Blues 2018,1:30,2019-09-06
6lvJV4kU2oXyjeP2QoXK7k,Max Richter,On the Nature of Daylight (Entropy),6:54,2019-09-06
3L3pw1geFsZOVuk21Yuvzl,Max Richter; Jlin,Vladimir's Blues - Jlin Remix,3:45,2019-09-06
66ryeLWoLiiUzqI04NuLGB,Max Richter; Konx-Om-Pax,Iconography - Konx-Om-Pax Remix,3:56,2019-09-06
0fVUKrJpQM7jMTgOABVkyi,Clyde Otis; Max Richter; Dinah Washington,This Bitter Earth / On The Nature Of Daylight,6:13,2019-09-06
0g14q3zrGDf8GiVH8WnDl8,F.S.Blumm; Nils Frahm,Valentine My Funny,7:16,2019-09-04
31joRJoijYOGBIW4444Fwk,Red Fang,Prehistoric Dog,4:28,2019-08-30
1vNoA9F5ASnlBISFekDmg3,Bad Wolves,Zombie,4:15,2019-07-27
6rPL9C1JddZXg5qERuHrie,Myles Sanko,Just Being Me,3:54,2019-07-27
1HLzOkMLl4m7phBs846sNG,Russian Circles,Youngblood,7:35,2019-07-27
7dUCFnaGSWLH6SdDP08NLP,Da Vinci's Notebook,Enormous Penis,2:45,2019-07-27
5AatEZYp1CnnyHnJteEAwh,Æther Realm,The Fool,7:55,2019-06-11
5DbKVjLGkzoceLeP4LmUhL,Æther Realm,Tarot,4:23,2019-06-11
1WLu8EOKXRn5XLotgZiqcs,Æther Realm,The Tower,2:56,2019-06-11
0z7wk0UN39Ad7vVznUQjfm,Æther Realm; Chris Bowes,King of Cups,4:59,2019-06-11
5fCxA8Tn0SqqriqJxjSSXT,Æther Realm,Death,4:28,2019-06-11
7ePSdPdoPi1OSORamul3nR,Æther Realm,The Chariot,6:24,2019-06-11
4Lm1hq3xUwD0vgsBebkY9t,Æther Realm,The Devil,8:45,2019-06-11
33JK0pxOCr6pjxYR05clVp,Æther Realm,The Emperor,2:49,2019-06-11
5LCIJnENwUw8m75S04Xb8f,Æther Realm,Strength,6:17,2019-06-11
4SwOC2j3jou3UL454PIgzm,Æther Realm,Temperance,5:28,2019-06-11
3pWYd7jexG4v82Tl4hC0qR,Æther Realm,"The Sun the Moon the Star",19:10,2019-06-11
0AvBmRrqGbaWvHlS9oc2Ib,Nils Frahm,Immerse!,10:47,2019-05-13
2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,3:14,2019-05-07
1B56aMqrxvh3RNqqVi2pfh,Mike Patton,Sweetheart Bandits 2,4:43,2019-03-27
0GincWXWLcFwoWlB2dytmN,The Claypool Lennon Delirium,Little Fishes,6:06,2019-03-17
4TlFBaclopWlzNMAQTbznW,The Claypool Lennon Delirium,Blood And Rockets,6:30,2019-03-17
0yoFBb7Ndih88lRJSzkiku,The Claypool Lennon Delirium,South Of Reality,3:28,2019-03-17
33OOK7khLybof37ssC3uxB,The Claypool Lennon Delirium,Boriska,5:25,2019-03-17
4PjZoS3B2lUL6Sulg9QY4E,The Claypool Lennon Delirium,Easily Charmed By Fools,5:11,2019-03-17
7IPmmOkhYE1gJWMZQGBsCt,The Claypool Lennon Delirium,Amethyst Realm,7:47,2019-03-17
3RS3qLkp5ZzsYQBA12Wp01,The Claypool Lennon Delirium,Toady Man's Hour,3:13,2019-03-17
2oDccMKWbwA2Tbi8h8hxEr,The Claypool Lennon Delirium,Cricket Chronicles Revisited,6:23,2019-03-17
78Pp77SBn28c2VWh8hBpcJ,The Claypool Lennon Delirium,Like Fleas,3:31,2019-03-17
1AiaITWunwxnr5Iu0O7gjm,Nick Walters; The Paradox Ensemble; Rebecca Nash,34268,7:58,2019-02-10
0VqkTZuT2sk4jVmJYmi9hX,Nick Walters; The Paradox Ensemble; Rebecca Nash,Dear Old Thing,6:28,2019-02-10
1SABollfpkHdvppiXIpsqA,Nick Walters; The Paradox Ensemble; Rebecca Nash,Brahman,10:04,2019-02-10
1EBvbg4l0ved9EtzVFGRhD,Nick Walters; The Paradox Ensemble; Rebecca Nash,Zeno,8:06,2019-02-10
4OvRJwFYZsu3s0pw2HqdDZ,Rodrigo y Gabriela,Echoes,18:58,2019-01-31
25iyjeI9UFmn9Ra3WpTGAu,Night Verses,Copper Wasp,4:52,2019-01-29
2tlfCP9sbv7EiQETYBcSmX,Night Verses,Infinity Beach,5:49,2019-01-29
1Qo5nLKvPYqiTbXrM7YJjt,John Scofield,Green Tea,5:12,2019-01-29
7sP57RtB31LWReHyQ02RxX,Psychedelic Porn Crumpets,Denmark / Van Gogh & Gone,7:29,2019-01-29
4192Cf2os3iw1gvV0OVLQW,Strawberry Girls,"Black Night Golden Circus",6:11,2019-01-29
2sVVakpPOczcElrVJ9vNaK,Zoë Keating,Forest,0:45,2019-01-29
0hKUG5Lui8bG6tDVXTXR9r,Shye Ben Tzur; Jonny Greenwood; The Rajasthan Express,Kalandar,8:50,2019-01-29
7qzFXUvBk7lELXuxVREypV,Screaming Trees,Nearly Lost You,4:07,2018-12-27
2Npcykw8aIROp6jGjH8rDb,Ernesto Schnack,Lateralus,8:41,2018-12-19
5NVLof0mF9OkjtP5dtOiRB,Elder,Sanctuary,11:14,2018-06-07
2zGsystFbZwMAlrJYxPHNL,Atrey,Dark Prince Pt. 3,3:48,2018-06-07
2CvqA0HXoBk46epUacjLaB,Jon Kennedy,Bats in the Belfry,4:19,2018-06-07
5aQ5ZWnX5tVOIIHMRQgbRG,Hidden Orchestra,Western Isles,6:13,2018-06-07
3an4AA3vBuzfdyyQF4nsvF,If These Trees Could Talk,Swallowing Teeth,4:27,2018-06-07
25NrFB8QyBsPK89POiMPyk,Lettuce,Black Satin,3:31,2018-06-07
7nmtH3cyqEmKz8F09V60yO,Tame Impala,Powerlines,4:19,2018-06-07
0WC9LsPSCF2OnLrJ1xRCm4,Godspeed You! Black Emperor,Anthem for No State Pt. III,8:36,2018-06-07
1A2pG3i7cr5p8c1ujdCTyE,The Physics House Band,Mobius Strip,3:08,2018-06-07
7wjarvlMBkg2jd4O0Wb5ia,Naxatras,All the Stars Collide into a Single Ray,8:59,2018-06-07
59BrMMx45o2Q7GtJALMhAQ,Mingus Big Band,Moanin',8:59,2018-02-03
2jFzey7g0OhAqGjMLZZIgJ,Max Richter,Spring 0 - 2012,0:42,2016-03-29
4gmhjAsvL6c7se2PBh7dHw,Max Richter; Daniel Hope,Spring 1 - 2012,2:32,2016-03-29
4UAd0eKqASi9xUJet4n12I,Max Richter; Daniel Hope; Raphael Alpermann,Spring 2 - 2012,3:19,2016-03-29
0SpyrMXY2wykAlE9BMI1wJ,Max Richter; Daniel Hope; Raphael Alpermann,Spring 3 - 2012,3:09,2016-03-29
1Yt6et15Kl5a4DYdT3gpvK,Max Richter; Daniel Hope; Raphael Alpermann,Summer 1 - 2012,4:11,2016-03-29
6t2EkCZnvylR82FbHTA3eg,Max Richter; Daniel Hope,Summer 2 - 2012,3:59,2016-03-29
622SzYSd4p6ZahVRqS3DSv,Max Richter; Daniel Hope; Raphael Alpermann,Summer 3 - 2012,5:01,2016-03-29
2IZ2XmAFJA6gwcx4vi0OzV,Max Richter; Daniel Hope; Raphael Alpermann,Autumn 1 - 2012,5:42,2016-03-29
0rSxXzLUElLutIwxlyMT5T,Max Richter; Daniel Hope; Raphael Alpermann,Autumn 2 - 2012,3:08,2016-03-29
3mlGh8Kfo8mtb4sTzuizNl,Max Richter; Daniel Hope; Raphael Alpermann,Autumn 3 - 2012,1:45,2016-03-29
4zh10XoMG8T72WeOoGu69O,Max Richter; Daniel Hope; Raphael Alpermann,Winter 1 - 2012,3:01,2016-03-29
5diF2ij2phwGpTVQ57RPXf,Max Richter; Daniel Hope,Winter 2 - 2012,2:51,2016-03-29
6lGcajGc3KQzlfBmH7RiQK,Max Richter; Daniel Hope,Winter 3 - 2012,4:39,2016-03-29
7Kq7chOWLM3Byif0R1gicc,Max Richter,Shadow 1 - 2012,3:53,2016-03-29
2am2HxvwIzEIpxI8gwtHHb,Max Richter,Shadow 2 - 2012,2:30,2016-03-29
4zz96GfjZC1RVUgItTokiR,Max Richter,Shadow 3 - 2012,3:33,2016-03-29
7zmX6HIwejHggOFOf9obVh,Max Richter,Shadow 4 - 2012,2:33,2016-03-29
3dCqI9IdhqWSkfXLNjEefx,Max Richter,Shadow 5 - 2012,3:01,2016-03-29
3vA3kv3NDvOpFQA3bFkGbw,King Missile,Detachable Penis,3:23,2015-08-14
